,comment
2154,好奇南翔的歌单[脱单doge]
2155,这一期真的不得不三连了，加油
2156,纯好奇去百度了一下
2157,一百斤桐子，1900元。
2158,桐烟灰墨，300-1000元
2159,50g黄金，25000元。
2160,传播传统文化，三连给你了，不白嫖！
2161,所以南翔已经没有朋友了吗？[doge]
2162,没想到up写字还不错。这期不错，[热词系列_三连]三连了
2163,诸葛亮点七星灯你没守在旁边真是可惜了啊哈哈哈[滑稽]
2164,[热词系列_你币有了]
2165,下期还原原神黄金蟹[doge][doge][doge]
2166,赞
2167,叫朋友，比挑火龙果籽好些不
2168,虽然很佩服你，但是你也应该想一想为什么没有朋友帮你[doge]
2169,@弎無堂-刘唐敏 ，鉴定一下后面写字[妙啊]
2170,这期没朋友了[doge]
2171,《  南  翔  不  爱  吃  墨  》[脱单doge]
2172,蕾姆了
2173,三连你真的很值得，太有精神了！
2174,这么搞太费up了[热词系列_好活]
2175,值得我一个赞
2176,墨有了，印泥有了，下次做纸吧，做那个王羲之写《兰亭》“ 用蚕茧纸、鼠须笔，遒媚劲健，绝代更无”。清郝懿行《证俗文》卷七：“ 若乃古之名纸有侧理纸、蚕茧纸。《世说》纸似茧而泽也，王右军书《兰亭记》用之。案今高丽纸以绵茧造者。”
2177,晋人茧纸
2178,真不错啊
2179,真就很牛，南翔真的很认真[打call]
2180,今天我才去上了书法呢，当然我是个初学者
2181,笔墨纸砚没有一个便宜的，在古代读书真的是个费钱的事
2182,问一下，这是手工区up吗？[doge]
2183,也许，有没有一种可能，可以用筋膜枪制墨[微笑]
2184,接下来，制纸吧[doge]
2185,我还以为是吃的
2186,我真的在南翔身上看到了匠心！历史中的瑰宝需要更多像南翔这样，愿意去学习和呈现出来的人！
2187,徽墨诶[喜欢][喜欢]
2188,厉害，堪比炼丹！
2189,南翔是准备凑齐文房四宝么？
2190,笔墨都有，纸砚还会做么？
2191,看你冒着折寿的风险宣扬中华文化的份上，这次不白嫖了[热词系列_三连]
2192,可以吃嘛
2193,南翔你要知道，你是一个美食博主[doge]
2194,最后的BGM是什么！
2195,印有了，墨有了，那笔和纸是不是可以上了
2196,所以，剩下的卖钱了吗[doge]
2197,绝活
2198,我要取关！！！南翔为什么连着两期不翻车！！！我要看翻车！！！
2199,其实感觉南翔挺难的，已三连～（但翻车实在太好玩了hhh……对不起我没忍住）
2200,看南翔的视频每一次都很感动，这都是中华文明的结晶啊，老祖宗的智慧！！！所以，我有一个朋友很想知道，南翔你的朋友真的都被霍霍完了吗[热词系列_不孤鸟][热词系列_不孤鸟]
2201,果然中国的奢侈品是真的买不起
2202,墨和印泥都有了，笔纸砚什么时候做[保卫萝卜_笔芯]
2203,太厉害了
2204,差点以为墨能吃[2233娘_汗]
2205,匠心不可少，也得与时俱进；文化不可弃，但也得发扬更上一层楼。生产方式的变化使得我们生活中点点滴滴发生了巨大变化。我记得之前看过一部纪录片，说德国的有一家做订书针的小企业特别火，但是一直做不大，原因自己想。
2206,不想[吃瓜]
2207,多少钱在来一块？
2208,这不在做几个流传后世
2209,美食博主?
2210,匠心博主?
2211,配音怎么这么娘？
2212,如果翻车了会不会当场趋势[doge]
2213,翔子，棒[支持]
2214,看见南翔，先投币再看，这UP主太狠了
2215,一天一夜真能敲十万杵吗？
2216,结尾直接燃起来了
2217,白嫖这么多期，这期这两币绝不白嫖！
2218,御笔猴头，桐烟灰墨，竹笋纸（凤凰衣），龙泉印泥，南翔已经快凑全文房四宝了，点赞！
2219,臣提议，不妨这幅字就送给我吧，我的一键三连一次可能不够，次次我都来[脱单doge]
2220,@南翔不爱吃饭
2221,币这次我投了
2222,你不造饭了吗？
2223,还好你的第1步不是种树。。。。。
2224,"尬华主题,你让一个996的年轻人下班提笔写字是吧[三星堆]"
2225,中国不是没有奢侈品，是奢侈起来你消费不起
2226,受苦区up主
2227,[doge]上链接
2228,南翔剥皮可以选剥皮机，也不贵，3900[脱单doge]
2229,有好心人能帮我一餐饭吗真的走投无路了
2230,话说笔（笔笋）、泥和墨都做好了 那接下去是不是该轮到宣纸和端砚了？[doge]
2231,up主，这个墨卖吗？
2232,所以这就是名人吃墨的由来吗？这么讲究，难怪好吃
2233,当年，我是小学生，他是美食区up
2234,现在，我是初中生，他是？？
2235,好辛苦！
2236,对于觉得它没有价值它就永远都没有价值
2237,几个一天一夜了，好辛苦了
2238,你好棒啊~
2239,真是感慨5000年的文化传承啊
2240,你好棒啊~
2241,真是感慨5000年的文化传承啊
2242,包被你太厉害了[爱心][支持]多做几期这样的传承文化的，比做吃的更有意义[嗑瓜子]
2243,呜呜呜想到子柒了
2244,再加一张宣纸，再加一个好毛笔。
2245,这样一副字价值千金。
2246,怪不得失传，这根本没赚头啊。要是能几个布片就卖几十万就好了[doge]
2247,币有[doge]
2248,炼金术士[微笑]
2249,这能吃？突然换风格了
2250,我们古人是真的奢侈到极致
2251,这次一定这次一定[大哭]你注意身体啊
2252,沥干徽墨情难却，捻尽鸾弦梦未同。
2253,要不下一次咱做毛笔吧……[脱单doge]
2254,工匠精神，万古芳。
2255,华夏文化，源远长。
2256,南天白鹤，凌九天。
2257,翔瑞青天，留墨香。
2258,这玩意按照现代科技应该能通过机器完成吧？
2259,虽然你字写得不好，但是你视频做得好！[热词系列_三连]
2260,笔墨纸砚就差砚台了！加油！
2261,所以亲爱的UP你的朋友们呢？
2262,感觉可以全自动生产，只是市场太小没必要
2263,阴干要两三年吧
2264,为什么南翔的东西这么费命，头发还那么茂盛呢
2265,有没有可能其实已经秃了，现在是假发
2266,我原以为要做的是松墨，原来是桐墨[热词系列_知识增加]
2267,书法写得不错
2268,如果想找灵感，可以看看《饮膳正要》
2269,中医人冒泡[脱单doge][脱单doge][脱单doge]
2270,这个但凡翻车……
2271,好像理解了为什么up主每一期都是制作这种……“极其艰难”的东西的原因，因为想要传承中国的传统文化，想要复刻中国几千年源远流长的工匠精神，更是因为对中国传统文化的热爱和想要更多人认识中国传统文化的心
2272,什么时候做宣纸和毛笔
2273,然后用自己手工制作的来题字
2274,你不是美食区的吗？你在干嘛？
2275,南翔的朋友呢
2276,印泥和墨都有了，这不找个书法家题题字，宣扬一下传统文化[doge]
2277,所以，南翔只要不做饭就不会翻车。这期都做墨了，下期做光刻机吧[脱单doge]
2278,给我来一块[脱单doge]
2279,两千年前的书法笔画清晰可辨
2280,两百年前的独立宣言已经褪色，快成一张黄纸了[抠鼻]
2281,我还以为他要拿去吃[笑哭][笑哭][笑哭]
2282,这恰恰证明了现代科技的优越性
2283,有一说一我好想去给南翔帮忙啊
2284,@南翔不爱吃饭  既然都有龙泉印泥和桐烟徽墨了，做个澄纸和汪笔不过分吧[脱单doge]
2285,今世论墨，惟取其光而不黑，是为弃墨。黑而不光，索然无神气，亦复安用？要使其光清而不浮，湛湛然如小儿目睛，乃佳。
2286,这种制法的可以入药，怎么不试着尝尝？
2287,南翔不爱吃饭（×）
2288,南翔会写毛笔字（√）
2289,这种制法的可以入药，怎么不试着尝尝？
2290,南翔不爱吃饭（×）
2291,南翔会写毛笔字（√）
2292,我突然在想能不能在桐油里面混水[来古-注意]
2293,从龙泉印泥和这一期的墨看得出来南翔真的很认真在弘扬中国传统文化，但书法知识也确实欠缺[脱单doge]
2294,文房四宝已经开始了，不如来一个系列呗！湖笔 徽墨(完成) 宣纸 端砚
2295,发现好多个工序是可以用自动化代替，而且不会变味的[思考]
2296,这是美食博主能干的事？？
2297,第一次评论，你的这个视频真的震撼到我了， 南翔加油[打call]
2298,感谢工业化发展，不然我们根本读不起书
2299,那副字可以拿来抽奖了[打call]
2300,这下期不得做个砚台？
2301,戴口罩呀
2302,喜欢看每集的番外：《南翔和他的朋友们》，可惜了。
2303,手机看的，比较好一键[热词系列_三连]
2304,一个美食博主需要多才多艺，书法需登大雅之堂，厨艺可下得厨房。挺厉害的
2305,笔墨纸都做了下次做砚吧
2306,看的人都累，辛苦了
2307,这墨能当传家宝了吧
2308,结尾升华感动了[大哭][热词系列_三连]
2309,太强了
2310,很显然，蓝翔实在喊不来朋友了[doge]
2311,所以真的不吃一口吗
2312,从未关注，从未错过！[脱单doge]
2313,为啥为啥，每人只能投一次币，往我起了个大早，特地给南翔投币
2314,牛壁
2315,南翔也终于再没有朋友可以嚯嚯了
2316,谁记得他是一个美食区UP主
2317,没有团队的么[doge]
2318,黑色黄金，指石油
2319,南翔总是能拿走我的三连[三星堆]
2320,太肝了，我都不好意思白嫖了[笑哭]
2321,真·炼丹区UP主，UP去熬中药吧，有的是七七四十九天的神仙药方。
2322,还以为是吃的，没想到是真墨[doge]
2323,徽墨加龙泉印泥[热词系列_妙啊]
2324,[doge][doge]把那墨宝给我邮寄过来谢谢！
2325,一开始以为你是美食博主，后来以为是内卷的美食博主，现在才知道，是手工区的
2326,啊，竟然是烟灰吗？那正常的墨是用啥做的
2327,就是用灰做的不过要看使用的是什么主材料，例如松烟墨就是用松烧的灰制成的，工艺和视频里差不多就是配方有差别。
2328,论蓝翔是怎么自由转型的？[歪嘴]
2329,感觉就是古时候工匠闲着没事干，捣鼓出来的，后面被当成宝了[吃瓜]
2330,去年在彭传明那里看过BV1w34y1m7D2，两个视频各有详略，对照着看能了解更多
2331,感觉就是古时候工匠闲着没事干，捣鼓出来的，后面被当成宝了[吃瓜]
2332,去年在彭传明那里看过BV1w34y1m7D2，两个视频各有详略，对照着看能了解更多
2333,笔墨纸砚就剩砚没做过了，就做块端砚吧[doge]
2334,端砚石不是已经不能采了吗【老家在端砚地区周边】?_?
2335,有没有一种可能用工业量产。。。先进行大胆假设，桐树籽是否可以机械剥皮(我认为可能性很大，参考我爱发明)，然后捻碎，榨油更不用说了，工业强项。然后油灯烧灰(不知道不烧绳直接烧油会不会有同样效果)，一个大的底盘在放上面烧，上面放等大的瓷盘(或者玻璃？钢板？应该也可以)，弄一个等长的铲子链接一个收集的小盒子，程序设定或者有一个人看着差不多就收集一次。每收集一次就到在一端的水池里洗，工人用长杆工具进行清洗和收集，最后药水批量生产和锤墨也是工业强项，随便一个汽锤效率也很高。。对工业没那么了解，仅从up视频里的流程，我觉得工业量产是没有问题的，就算产量不高，但也绝对没up这么累才做一个。唯一的问题的写字的人少了，销量上不去那就是亏本买卖。或者单价极高，当奢侈品卖，卖一个的的价钱就能能让机器启动一次。
2336,下一步是不是该造乾隆纸了
2337,我真怕哪天听到你猝死的消息[捂脸][捂脸]
2338,第一次给你一键三连了[脱单doge][给心心]
2339,我以为是吃的[辣眼睛]
2340,印泥和墨用的人还很多，失传主要是用不起
2341,看在你没有糟蹋你朋友的份上赏你两个币！但是问题来了，南翔还有朋友吗？
2342,仅时隔五天，而且内容还这么的好，三连了
2343,所以，你这是出名的朋友多还是出了名的没朋友[滑稽]
2344,安徽人狂喜[脱单doge]
2345,虽然我一直看却从来没关注，但是我记得一开始的视频都是很短还算比较简单的美食视频，到后面难度越来越大，画质跟质量也越来越好，已经不仅仅是单纯的美食视频了！我虽然没关注，但是我没一直白嫖哦！[保卫萝卜_哇]
2346,松烟入墨
2347,建议出个详细教程[呲牙]
2348,南翔需要助理吗。我觉得我可以[脱单doge]
2349,墨、毛笔、印章都有了……
2350,所以下道菜就做宣纸吧，要最好的那种
2351,舍本逐墨
2352,扫盲了。
2353,第一次不得不投币了，白嫖金身被破了啊。
2354,墨得存个几年才能用
2355,给你二连了[热词系列_芜湖起飞]
2356,好像不够黑[藏狐]
2357,文案可以  逃了不知道多少课
2358,所以古代的墨能吃是真的了
2359,南翔太牛了
2360,我还以为要吃这东西呢
2361,太辛苦了吧，投俩币回回血[来古-沉思]
2362,我们可以发现，南翔已经没有朋友了！
2363,确实没错，黄岛的花样年华，妙遇，梵影，人间一品，地址很清楚，而且写下这地方的人，对这些地方再熟悉不过了，谢谢恩人
2364,[微笑]
2365,中国不是没有奢侈品，奢侈起来太费命
2366,@杀生丸的软绵绵
2367,有墨有印泥，差毛笔和宣纸
2368,这个不给你点赞，真的说不过去了
2369,不是美食区UP主么？
2370,嗯，有问题就问，墨，印，是啥？
2371,桐籽啊！我好多年都见过了，以前在老家到处都是桐树，叶子特别大，摘下来做桐籽叶粑粑吃
2372,不是费钱就是费命啊
2373,笔墨纸砚印，已经做了两个了，什么时候把剩下的做完
2374,想问一下 有人和我一样一开始以为是吃的吗 [笑哭]
2375,辛苦啦
2376,《出了名的朋友多》[脱单doge]
2377,好耶！是徽墨[给心心][给心心][给心心]安徽人狂喜
2378,开始以为是吃的？烟灰还能吃？最后原来是用的
2379,你牛皮
2380,那个啥，你是不是忘记了油灯是可以熄灭再重新点燃的[doge]
2381,离了大谱，简直是废命
2382,下一期是龙泉宝剑吗？
2383,还是要多多注意休息啊
2384,直到提起笔那一刻我一直以为最后是作为食材的，是在下肤浅了[热词系列_知识盲区]
2385,这个用物理和化学方法合成不行吗？纯手工真的是累啊
2386,有了徽墨，是不是考略一下宣纸，狼毫，和端砚？
2387,[思考][思考]“笔墨纸砚”就差纸和砚什么时候复刻？
2388,真，没食博主
2389,可以参考下彭传明的做墨视频，就知道一块好墨制作有多难了
2390,墨泥都有了是不是差个宣纸和毛笔？
2391,又是没朋友的一天[doge]
2392,还有人吗[委屈]我因为一些遭遇，现在已经一天没有吃东西了，哪位陌生人能管我一顿饭吗，拜托了，真的不知道怎么办了，在此感谢[爱心]
2393,有油脂碳化的工艺，可以去找找大学图书馆了的资料，网上没有的
2394,为了你手剥，给你三连！
2395,还有，辛苦了！
2396,笔墨纸砚，文房四宝，来吧
2397,看到一半我懂了诸葛亮怎么死的了[doge]
2398,纸笔墨砚，不做全可不好哦[doge][doge][doge][脱单doge][脱单doge][脱单doge]
2399,投币止损，南翔辛苦了[笑哭]
2400,看完视频啦哈哈哈
2401,翻回去怀旧，发现南翔的草莓那期没啦！[保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭]
2402,南翔，歇一会，给自己放个小假吧，不然你身体会受不了的
2403,敬大哥
2404,南翔哥是我唯一不敢催更的阿婆主[吓]
2405,原来墨是烟灰做的！！我才知道[哦呼]
2406,这配音为啥要拉那么长的尾音
2407,我就想知道这个墨的味道怎么样
2408,我以为是吃的……[笑哭][笑哭]
2409,这不等凑齐文房四宝之后找位大师提个字
2410,长风破浪的书生
2411,
2412,这玩意凭什么能比黄金还贵?
2413,比龙泉印泥还要难做的桐烟徽墨。
2414,【成品展示】
2415,[object Object]
2416,[object Object]...
2417,这玩意在古时候制作需要一群人开才行吧？就以南翔的20盏灯为例，一盏灯一个人看，桐油都是民间有大量的专门作坊，最后的十万杵肯定是五六个人像打年糕一样锤，所以翔哥咋不找朋友嘞[吃瓜][滑稽][滑稽][滑稽][滑稽][滑稽]
2418,这不是最好最贵的墨，最顶级的墨是南唐李廷珪墨
2419,中国的奢侈品不是外国一个牌子货能比的
2420,在？抽个黑疙瘩[呲牙]
2421,中国的奢侈品不是外国一个牌子货能比的
2422,在？抽个黑疙瘩[呲牙]
2423,直到磨墨了我才敢肯定这不是吃的[笑哭]
2424,人类能晋阶食物链顶端也是有原因的
2425,如果你的视频的食谱，真的只是你一个人完成的，那你是全网第一
2426,有些东西就是这样才算经典
2427,唱戏、书法、陶瓷、茶艺等都是老祖宗们千年得下的传承
2428,可以说它们过时，但不能不尊敬
2429,哎呀！又更新了呢！好高产啊
2430,时间差不多了，是玩泥巴的时候了
2431,你怎么不做饭了
2432,所以这个能吃嘛[原神_嗯]
2433,笔墨纸砚的神仙极品不不出个系列
2434,三连拿去，小贼
2435,不投个币对不起这四分多钟[微笑][微笑]
2436,没说不可以停吧，完全可以第二天早上再继续做啊[doge]
2437,南翔会破产吗[doge]
2438,墨从做完到阴干要一两年吧……用的应该不是刚做的那块
2439,南翔先生，这个卖不卖，还有京墨能不能做啊[微笑]
2440,乌漆麻黑的手笑死我了
2441,竟然没翻车（失望）
2442,币给你，太牛了
2443,南翔的视频只要我看过，必三连[脱单doge][脱单doge]
2444,像极了最近肝超鬼王的我[捂脸]
2445,这感觉能吃……
2446,这玩意你真做出来了？？？南翔卖吗
2447,不得了 不得了
2448,你现在不仅搞各种“不是人”能吃的 这哈还涉足其他领域 你让别的UP怎么活？
2449,手工榨的含水量较高，那为什么不买精炼油然后人为加水呀？这样子可行吗？这样的话感觉可以省很多工作量。
2450,好好休息休息
2451,这期好看，而且有内涵
2452,说句实话，我记得我关注的是美食博主啊？？？怎么瞬间变成了传统工艺继承人了？？？
2453,[囧][doge][doge][doge]
2454,第一步不是种桐树吗[doge]
2455,这期居然没叫朋友来帮忙？[吃瓜]不会已经没朋友了吧？
2456,印泥链接BV1Bd4y127mh
2457,这个评论没有意义，就是为了3连[hanser动物套装_毛怪爱了]
2458,好的文房四宝非常昂贵，单是所用的西泠印社的印泥都是论克卖的，我常用的一两印泥大概在300左右，印泥用的两是古制十六两一斤，所以就30克，每克10元，而所用的毛笔我一直用的是鸡距笔，纯手工做，墨与纸也都价格不菲，均是老字号纯手工，只是俺的字略差，有点浪费这些东东，对了，我还好玩印章，经常买点鸡血石和青田石料，偶尔自己也刻一两枚，上次点了下单是在微拍堂买章料去年的花费，有200多单，总价格超过了5万
2459,等笔墨纸砚结束，是不是就可以开始琴棋书画了
2460,[三星堆][三星堆][三星堆]
2461,如果在晒灰的时候，再来一场大风大雨，会不会这个视频离我们所看到的时间会更远呢[吃瓜]
2462,不是美食博主吗？你
2463,味道呢，好不好吃[吃瓜]
2464,不是，找个朋友倒班呀
2465,整的活儿太费人了
2466,Up主的挑战，不是费钱就是费命。厉害[打call][打call][打call]
2467,白嫖了不少次   这次就投一个币把[藏狐][藏狐][藏狐][藏狐]
2468,他为什么不桐油加水[微笑][微笑][微笑]
2469,都有墨和印泥了，文房四宝剩下的也整齐了吧(=?ω?=)
2470,李子柒做过同款
2471,干脆做一期文房四宝
2472,@彭传明pcm
2473,不懂就问，这个制墨up的步骤和彭传明的一样为什么不用阴干和晒干呢，彭传明那个制墨时间跨度超长的下面那个是视频
2474,BV1w34y1m7D2
2475,对不起，看漏了。要阴干但是没说阴干多长时间，但是看着时候挺短的。有无大佬解释一下
2476,還不[热词系列_三连]？？？
2477,这居然是个美食up主
2478,BGM是羽肿的风之谷，给人家使用费了吗？
2479,宣纸和毛笔再安排一下[脱单doge]
2480,就没有见过敢模仿你的[捂眼]
2481,你币有了[笑哭]
2482,动不动就熬命，你还好吗？
2483,不看功劳也要看苦劳吧[捂眼][捂眼][捂眼]投币!
2484,一个小时直接生吃，我要是火了我直播绝育[脱单doge][脱单doge][脱单doge][脱单doge][滑稽][滑稽]
2485,嗨害嗨，一个小时前
2486,大佬，不是美食区的吗？
2487,确定是炼丹
2488,woc南翔都两百万粉了？？？ 我关注的时候才十几万 已经白嫖到现在了[脱单doge]
2489,建议下期制作宣纸
2490,三连回回血[doge]
2491,这能吃不
2492,居然没叫朋友??
2493,南翔书法可以呀[支持][支持]
2494,费人，费心，费力，唉[嗑瓜子][嗑瓜子]
2495,字写得真好
2496,我好像做梦梦到南翔了[热词系列_知识增加]
2497,幸亏你不造纸
2498,安徽人报道
2499,笔墨纸砚还差仨呐，印泥只能算是做四送一那个送的[妙啊][妙啊][妙啊]
2500,这次怎么不叫朋友了[doge]
2501,《我的好朋友们》[doge]
2502,实在想不出古人是怎么搞出来的
2503,下次做宣纸，下下次做毛笔，砚有机会挑战一下，这样南翔或者文房四宝成就
2504,所以你为什么不在晚上把它熄灭，白天在点燃收灰[热词系列_知识增加]
2505,这次居然没朋友
2506,吃的？
2507,[热词系列_三连]
2508,你不是做饭的吗
2509,[微笑]他都不问我们学会了吗，也不叫我们赶紧去做，他真的，我哭死。
2510,私认为南翔身上的是实打实的匠人精神【不接受杠，要杠就默认我对】可以说他不会是最正宗的，甚至工艺方法可能会出现偏差，但是他的用心是所有人都能感受得到的。
2511,
2512,粉南翔，真的是件很幸福的事。
2513,
2514,【某些人要借楼杠之前请先征得我同意谢谢。】
2515,【不然就是你下鉴。[微笑]】
2516,嗯，有精神，就是字练久点，一眼捞[脸红]加油
2517,宝，圆圆已投，下一期我想看湖笔[星星眼][星星眼]
2518,什么时候造纸，雕砚，制笔[脱单doge]
2519,怎么不叫朋友一起剥呢？[吃瓜]
2520,用桐烟微墨随便画个圆，再龙泉印泥盖个章都能价值几千吧[doge]
2521,我感觉他是个诚实的人[doge]，因为结尾没有说不是很难。[doge][doge]
2522,大工程啊，点赞了
2523,这个墨是不是能吃?
2524,6
2525,墨和印泥都有了，下次不得把毛笔和宣纸做了？
2526,回复 @平凡的中华子民 :用吃的毛笔这可还行[doge]那不得再做一根专门写字的“贺莲青”[doge]
2527,BV1TT4y1D7tw，毛笔他早就做过了，好像还差个宣纸
2528,真好w~~
2529,直接用镰刀一下扎上去，手一挒就开了
2530,你不会剥，100斤顶多几个小时
2531,吃黑色黄金，俗称：吃石油
2532,看南翔的视频真的不好意思不投币[喜极而泣]
2533,再多交点朋友吧
2534,博主的家产一直是个谜
2535,再多交点朋友吧
2536,博主的家产一直是个谜
2537,这玩儿必定成为历史，但是我们不会忘记[妙啊]
2538,吃黑色黄金，俗称：吃石油
2539,论人类是否该存在？
2540,康康:
2541,:
2542,:
2543,:
2544,:
2545,:
2546,:
2547,:
2548,:
2549,:
2550,:
2551,:
2552,我可以白嫖吗？
2553,（已经点赞了
2554,美食博主没试吃，差评[抓狂]
2555,没错啊，我关注的是美食?食物区up啊[妙啊]
2556,南翔招助理嚒 管吃就行 我可以 [脱单doge]
2557,话说up的视频有在外网发嘛？或者是有转载嘛？没有什么意思，就是想向歪果仁炫耀一下[原神_欸嘿]
2558,太厉害了  有什么是南翔不会做的么
2559,最后一句话已经收入作文中了
2560,笔：御笔猴头；墨：桐烟徽墨；纸：笋纸；砚（暂无）；印泥：龙泉印泥[脱单doge]
2561,所以，你还缺好友嘛[doge]
2562,牛！太牛了！
2563,总结：没做菜，没朋友了[脱单doge]
2564,修仙区up主
2565,可以试试松烟墨[doge]
2566,接点广子吧！
2567,《炼桐》
2568,书法用品来了，那布料还远吗？[滑稽]
2569,传下去，南翔已经没有朋友了[妙啊]
2570,我看进度条以为翻车了，结果是因为这么多步骤
2571,看来南翔要从美食博主转行，唯一不变的还是肝上长人[妙啊]
2572,嗯…，纸不错。
2573,炼丹区up主
2574,凭这玩意被南翔尝试做了
2575,[doge]
2576,下一次是不是要制纸了？？？@南翔不爱吃饭
2577,做饭的厨子用半条命做出来的墨[点赞][点赞][点赞]
2578,看着加的东西，这种手工墨是可以吃的，古代不是有人吃过吗？
2579,美 食 博 主
2580,出了名的朋友多[doge]
2581,南翔辛苦了
2582,～
2583,肝帝南翔
2584,练丹师又更新了
2585,龙泉印泥几号视频[吃瓜][吃瓜]
2586,第一时间反应是这玩意儿能吃？！
2587,我老婆就爱写字，曾经买了块墨挺贵的，我还纳闷为啥这么贵，今天知道了[笑哭]
2588,讲道理墨并没有那么难做。。。新徽墨现在发展得挺不错的
2589,我老婆就爱写字，曾经买了块墨挺贵的，我还纳闷为啥这么贵，今天知道了[笑哭]
2590,讲道理墨并没有那么难做。。。新徽墨现在发展得挺不错的
2591,没朋友了？[哦呼]
2592,好家伙，这毛笔字写的，厉害
2593,南翔，你肌肉练出来了吗？
2594,找彭传铭大佬要点他上次剩下的
2595,翔啊   最后面那一段的BGM是不是太大声了   都听不清在说啥了
2596,@木卷-杏子
2597,这期居然没朋友剥
2598,多做一点 我想买
2599,要不凑个笔墨纸砚
2600,你不是美食up主吗
2601,我白嫖怎么样[滑稽][滑稽][滑稽]
2602,你朋友呢？
2603,[热词系列_三连]
2604,虹关何处落徽墨[委屈][委屈][委屈]
2605,赶紧把俺收了的毛笔拿出来练
2606,[微笑][微笑][微笑]
2607,你把朋友当消耗品，这次做墨没朋友了吧。
2608,图个乐罢了，现在黄金接近400元1g
2609,那啥，有个叫彭传明的up，自制了笔墨纸砚，他自己用的
2610,王维说：是是是…我诗里啥都有
2611,一键三连，能不把这个抽个奖？
2612,南翔的朋友居然缺席了
2613,下期做笔和纸吧[doge]
2614,合着做吃的老翻车，做别的就贼顺利[doge]转行吧，大国工匠！
2615,没朋友的南翔[doge]
2616,我想想，御笔猴头，徽墨，纸砚安排一下，印的话有龙泉印泥了
2617,下期印泥安排上[辣眼睛]
2618,心甘情愿[脱单doge][热词系列_三连][热词系列_三连]
2619,你朋友呢？
2620,一品锅好像用的就是这个礼物
2621,关于南翔是美食区up主这回事[思考]
2622,纯路人，南翔的朋友是被他吃了吗[doge]
2623,我还依稀记得上一次的泥我以为能吃[藏狐]
2624,不懂就问：出了名的朋友多呢[doge]
2625,《美食区Up主》
2626,这玩意儿，大概可以吃，毕竟是美食区的[doge]
2627,可不可以网上买桐油然后加水？
2628,南翔的朋友呢[doge]
2629,费钱的就算了，费命的一定要投币了。
2630,院子好大
2631,墨都做了，剩下的文房四宝还不都做一遍
2632,笔墨纸砚，南翔这是准备复刻文房四宝？[星星眼]
2633,这能吃吗？
2634,投币 必须投
2635,印章差了点
2636,实力圈粉
2637,你不是美食up吗[原神_嗯]
2638,不爱吃墨[藏狐]
2639,《曾经我有一群朋友》
2640,这次南翔的朋友怎么没来[doge]
2641,造过纸了吗？
2642,墨有了，笔，纸，砚还远吗？宣纸，狼毫，徽砚搞起
2643,这次你居然没有请朋友来帮忙
2644,笔墨纸砚   墨好了  印也有了  其他的呢[doge]
2645,美食区up南翔[doge]
2646,奇怪了，不是说好朋友多？这次怎么没来帮忙？
2647,这孩子都快被折腾废了
2648,救命我get了南翔的帅点，好像小虎队里面苏有朋，好帅，毛笔字也好好看！[喜欢][喜欢][喜欢]
2649,我可以做笔替，[doge][doge][doge][doge][doge]
2650,救命我get了南翔的帅点，好像小虎队里面苏有朋，好帅，毛笔字也好好看！[喜欢][喜欢][喜欢]
2651,我可以做笔替，[doge][doge][doge][doge][doge]
2652,辛苦辛苦翔哥
2653,为啥没请朋友帮忙？
2654,你朋友呢[脱单doge]
2655,思考一下，南翔是美食博主来着
2656,什么孩童不知墨印为何物 我是学书法的
2657,[鼓掌]原来真的是墨我还以为又是什么神仙名菜
2658,改名吧，南翔不爱氪命[doge][妙啊]
2659,2019年看李子柒做过
2660,《你朋友呢？》
2661,想起了李廷珪的廷珪墨
2662,我看的好心疼啊，心疼到献出了我的三连，每次看南翔这种痛苦视频，我都忍不住不白嫖了[来古-注意]
2663,(???)
2664,童子玩桐籽，桐籽落，童子乐。丫头啃鸭头，鸭头咸，丫头嫌。
2665,一两徽墨一两金
2666,我预测这个视频必然爆火
2667,我来说一句
2668,有些东西贵不是没有原因的[doge][doge]
2669,升
2670,《关于南翔没有朋友了这件事》
2671,你朋友呢？[doge]
2672,南翔找不到朋友帮忙了吗？[doge][doge]
2673,南翔离吃饭之路越来越远了[doge]
2674,记得一开始看南翔的视频是好几年前做的蝶豆花的那个果冻（好像是叫星空什么，忘了），那个时候觉得他好帅，现在肉眼可见的变了[脱单doge]
2675,看来这下是真没朋友了
2676,这个不是吃的
2677,你不是美食区up嘛？这么卷了？
2678,11分钟，不热了
2679,我这是关注了个什么神仙up[脱单doge]
2680,南翔已经失去朋友了吗哈哈哈哈[喜极而泣]
2681,[吃瓜]朋友是不是被这工序都吓跑了
2682,这玩意巨臭，别问我怎么知道的[笑哭]
2683,原来真的是墨，我还以为是某种传统小吃，还纳闷那么多烟灰要怎么做才好吃[囧]
2684,所以，南翔是真的没朋友了[脱单doge]
2685,计量单位：黄金
2686,失传不是没理由的
2687,我想给你个挑战
2688,那就是用(龙泉印泥)
2689,做成了一副《新华字典》
2690,在此之间你只能用毛笔写
2691,写完全部的字就连里面的
2692,一声二声三声四声什么的你都得写
2693,南翔朋友是废完了吗[doge]这次一个朋友都没请来帮忙
2694,学习新知识，争做文化传媒人，大家好，他是今天的匠心人，南翔[打call][打call][打call]
